Order_ID,Date,Brand,Category,Subcategory,Price_USD,Discount_%,Units_Sold,Revenue_USD,Rating,Num_Reviews,Region,Country,Sales_Channel,Customer_Gender,Customer_Age_Group,Customer_Skin_Type
ORD00990,2023-06-27,Himalaya,Skincare,Moisturizer,66.82,0,24,1603.68,4.6,2,North,UAE,In-Store,Unisex,40-49,Sensitive
ORD00991,2023-11-10,Nivea,Haircare,Hair Mask,15.2,5,79,1200.8,4.0,13,West,USA,In-Store,Female,50+,Normal
ORD00992,2024-09-25,Sugar Cosmetics,Makeup,Foundation,15.49,0,102,1579.98,4.1,21,South,UAE,Online,Unisex,50+,Sensitive
ORD00993,2023-11-17,The Body Shop,Skincare,Serum,11.81,20,57,673.17,3.8,8,West,USA,Online,Male,40-49,Dry
ORD00994,2023-03-21,Maybelline,Haircare,Shampoo,113.33,15,29,3286.57,4.3,2,Central,UK,Online,Female,30-39,Dry
ORD00995,2023-08-05,Maybelline,Bath & Body,Body Lotion,89.1,0,88,7840.8,3.2,26,East,USA,Online,Unisex,13-19,Dry
ORD00996,2024-08-01,Himalaya,Haircare,Shampoo,33.84,0,113,3823.92,4.6,29,Central,UAE,Online,Female,30-39,Oily
ORD00997,2023-10-17,Revlon,Haircare,Shampoo,117.01,20,96,11232.96,4.8,7,Central,USA,In-Store,Male,30-39,Dry
ORD00998,2024-05-30,Sugar Cosmetics,Skincare,Face Wash,79.07,0,120,9488.4,3.9,7,Central,USA,Online,Unisex,40-49,Normal
ORD00999,2023-06-15,Lakme,Bath & Body,Body Lotion,45.39,0,90,4085.1,3.8,5,West,India,Online,Unisex,20-29,Dry
ORD01000,2024-06-12,Nivea,Makeup,Foundation,52.95,15,161,8524.95,4.1,20,West,USA,In-Store,Male,30-39,Sensitive
ORD01001,2023-09-02,Sugar Cosmetics,Fragrance,Perfume,64.46,5,77,4963.42,4.0,13,Central,Germany,Online,Female,50+,Normal
ORD01002,2023-11-13,MAC,Skincare,Moisturizer,44.57,0,59,2629.63,4.8,6,West,India,In-Store,Male,20-29,Combination
ORD01003,2024-08-13,Lakme,Makeup,Lipstick,39.93,15,96,3833.28,3.8,19,East,India,Online,Female,40-49,Combination
ORD01004,2024-10-27,The Body Shop,Fragrance,Deodorant,104.75,0,54,5656.5,2.9,3,North,Germany,In-Store,Female,30-39,Combination
ORD01005,2024-11-27,Himalaya,Fragrance,Deodorant,81.48,0,34,2770.32,3.1,9,West,UK,In-Store,Male,13-19,Normal
ORD01006,2024-11-29,Lakme,Bath & Body,Soap,31.45,0,13,408.85,4.1,3,Central,India,Online,Unisex,50+,Oily
ORD01007,2024-01-20,Lakme,Makeup,Lipstick,99.0,0,42,4158.0,4.7,7,Central,UAE,Online,Female,40-49,Normal
ORD01008,2024-04-24,The Body Shop,Skincare,Face Wash,13.69,25,71,971.99,4.9,6,North,India,Online,Unisex,13-19,Normal
ORD01009,2023-12-03,Sugar Cosmetics,Fragrance,Perfume,24.56,0,54,1326.24,3.6,2,East,UK,In-Store,Female,40-49,Oily
ORD01010,2024-07-12,L'Oreal,Haircare,Hair Serum,8.73,0,116,1012.68,4.2,15,West,USA,Online,Male,50+,Oily
ORD01011,2024-01-06,L'Oreal,Bath & Body,Soap,72.77,20,84,6112.68,4.8,19,West,USA,Online,Female,13-19,Normal
ORD01012,2023-03-27,MAC,Haircare,Hair Oil,82.0,0,30,2460.0,3.3,2,North,UK,In-Store,Female,30-39,Normal
ORD01013,2024-11-16,Nykaa,Fragrance,Body Mist,82.11,10,17,1395.87,4.3,4,South,India,Online,Male,30-39,Combination
ORD01014,2024-03-05,Revlon,Makeup,Foundation,70.71,25,118,8343.78,4.3,30,West,Germany,Online,Unisex,40-49,Combination
ORD01015,2024-07-28,L'Oreal,Bath & Body,Soap,9.58,5,78,747.24,4.3,16,North,Germany,Online,Male,30-39,Oily
ORD01016,2024-05-26,MAC,Makeup,Eyeliner,39.76,15,16,636.16,4.2,1,North,UAE,In-Store,Unisex,13-19,Normal
ORD01017,2023-04-10,Himalaya,Makeup,Eyeliner,30.54,0,91,2779.14,4.0,7,South,USA,In-Store,Unisex,50+,Dry
ORD01018,2023-12-23,Nykaa,Bath & Body,Soap,91.8,5,92,8445.6,4.0,19,South,Germany,Online,Male,30-39,Oily
ORD01019,2023-05-08,Nivea,Haircare,Hair Oil,30.25,25,70,2117.5,3.5,16,West,UAE,In-Store,Male,30-39,Sensitive
ORD01020,2023-04-27,Revlon,Fragrance,Body Mist,39.21,0,16,627.36,3.4,3,West,UAE,In-Store,Female,50+,Sensitive
ORD01021,2024-01-26,Sugar Cosmetics,Makeup,Blush,32.52,10,13,422.76,4.3,0,West,UK,Online,Female,13-19,Oily
ORD01022,2023-04-17,Sugar Cosmetics,Skincare,Face Mask,79.82,25,39,3112.98,4.4,8,Central,Germany,Online,Unisex,40-49,Sensitive
ORD01023,2024-03-06,Lakme,Bath & Body,Body Lotion,38.29,5,47,1799.63,3.7,4,South,UAE,In-Store,Female,20-29,Normal
ORD01024,2024-02-27,The Body Shop,Skincare,Face Wash,15.25,20,40,610.0,3.7,3,North,UK,Online,Unisex,30-39,Combination
ORD01025,2024-11-20,Sugar Cosmetics,Haircare,Hair Oil,78.28,5,64,5009.92,4.8,11,North,UAE,Online,Female,13-19,Dry
ORD01026,2023-11-22,Himalaya,Haircare,Hair Mask,82.22,15,15,1233.3,3.2,0,South,Germany,In-Store,Female,50+,Normal
ORD01027,2023-02-22,Sugar Cosmetics,Makeup,Blush,56.3,20,85,4785.5,4.7,25,South,UAE,Online,Male,30-39,Sensitive
ORD01028,2023-04-12,Nykaa,Makeup,Eyeliner,22.14,0,60,1328.4,4.4,4,Central,India,In-Store,Unisex,30-39,Sensitive
ORD01029,2023-04-06,Nykaa,Makeup,Mascara,94.34,0,29,2735.86,4.9,4,North,UAE,Online,Unisex,50+,Dry
ORD01030,2023-03-22,Nivea,Skincare,Face Mask,54.22,20,13,704.86,4.2,1,North,USA,In-Store,Unisex,30-39,Dry
ORD01031,2023-07-18,Lakme,Makeup,Foundation,10.87,5,76,826.12,4.1,17,West,UK,Online,Male,13-19,Dry
ORD01032,2023-04-24,Maybelline,Skincare,Face Mask,33.09,25,83,2746.47,4.0,17,Central,India,Online,Female,30-39,Combination
ORD01033,2024-05-21,Maybelline,Makeup,Lipstick,20.09,15,39,783.51,4.4,5,South,UAE,Online,Male,13-19,Normal
ORD01034,2023-08-04,Maybelline,Skincare,Serum,72.74,20,16,1163.84,4.5,4,West,UK,In-Store,Female,20-29,Combination
ORD01035,2024-10-08,Himalaya,Skincare,Sunscreen,27.74,0,30,832.2,4.1,8,North,UK,In-Store,Male,50+,Sensitive
ORD01036,2024-06-18,MAC,Bath & Body,Body Lotion,61.84,10,53,3277.52,3.6,6,North,USA,Online,Unisex,13-19,Sensitive
ORD01037,2024-01-09,Nykaa,Bath & Body,Body Wash,98.47,0,39,3840.33,3.8,11,South,India,In-Store,Female,20-29,Oily
ORD01038,2024-05-08,Lakme,Makeup,Mascara,76.67,5,28,2146.76,3.7,1,North,UK,In-Store,Male,40-49,Normal
ORD01039,2023-09-14,Nykaa,Bath & Body,Soap,9.63,0,89,857.07,4.4,15,South,UK,In-Store,Female,50+,Sensitive
ORD01040,2024-05-14,Nykaa,Haircare,Conditioner,101.62,20,55,5589.1,4.6,5,West,UAE,In-Store,Male,50+,Oily
ORD01041,2023-07-24,Sugar Cosmetics,Bath & Body,Soap,45.26,15,94,4254.44,3.9,17,East,India,In-Store,Female,13-19,Sensitive
ORD01042,2023-10-28,Sugar Cosmetics,Haircare,Hair Mask,119.56,15,29,3467.24,3.8,7,West,India,Online,Female,30-39,Normal
ORD01043,2023-03-16,Nykaa,Makeup,Mascara,72.66,5,118,8573.88,5.0,24,East,UK,Online,Male,13-19,Oily
ORD01044,2023-08-07,Revlon,Haircare,Shampoo,51.83,25,11,570.13,3.8,1,Central,UK,Online,Unisex,13-19,Normal
ORD01045,2024-06-23,Nykaa,Haircare,Hair Mask,89.12,5,71,6327.52,3.2,20,North,Germany,In-Store,Unisex,50+,Oily
ORD01046,2023-11-22,Sugar Cosmetics,Bath & Body,Soap,102.64,15,50,5132.0,4.9,4,South,USA,Online,Male,40-49,Oily
ORD01047,2023-05-08,Maybelline,Haircare,Hair Serum,4.01,25,32,128.32,3.3,5,South,Germany,In-Store,Unisex,40-49,Dry
ORD01048,2023-01-19,Lakme,Bath & Body,Body Lotion,3.87,0,199,770.13,3.7,46,West,UK,Online,Male,13-19,Sensitive
ORD01049,2024-10-22,Revlon,Bath & Body,Body Lotion,30.26,0,151,4569.26,3.2,16,North,UAE,Online,Male,30-39,Combination
ORD01050,2023-03-23,Sugar Cosmetics,Haircare,Hair Oil,76.48,15,67,5124.16,3.1,17,West,Germany,Online,Male,30-39,Normal
ORD01051,2024-01-18,Maybelline,Fragrance,Body Mist,81.3,0,31,2520.3,3.1,6,North,USA,Online,Female,20-29,Oily
ORD01052,2023-06-24,Nykaa,Haircare,Hair Serum,44.97,0,47,2113.59,2.8,8,South,UK,Online,Unisex,13-19,Combination
ORD01053,2023-11-08,L'Oreal,Skincare,Moisturizer,110.26,0,152,16759.52,3.8,26,East,UK,In-Store,Male,20-29,Dry
ORD01054,2023-05-10,Maybelline,Bath & Body,Soap,25.5,15,9,229.5,3.9,1,South,Germany,In-Store,Unisex,40-49,Oily
ORD01055,2024-05-04,Himalaya,Bath & Body,Body Wash,114.41,25,194,22195.54,4.3,15,East,UK,In-Store,Female,13-19,Combination
ORD01056,2024-07-25,Revlon,Haircare,Shampoo,46.97,5,60,2818.2,3.5,14,South,India,Online,Male,13-19,Dry
ORD01057,2024-01-30,The Body Shop,Skincare,Sunscreen,28.8,5,38,1094.4,3.3,8,West,India,In-Store,Female,50+,Sensitive
ORD01058,2024-04-09,Lakme,Bath & Body,Hand Cream,52.01,0,23,1196.23,4.0,4,Central,India,Online,Female,30-39,Normal
ORD01059,2023-07-27,Nivea,Fragrance,Body Mist,36.39,20,22,800.58,4.1,2,South,India,In-Store,Male,20-29,Combination
ORD01060,2024-04-17,MAC,Bath & Body,Body Lotion,78.82,0,89,7014.98,3.4,19,North,USA,Online,Male,20-29,Combination
ORD01061,2024-04-08,Nivea,Skincare,Serum,74.9,15,25,1872.5,4.5,2,East,India,Online,Male,40-49,Dry
ORD01062,2024-03-17,Nivea,Makeup,Eyeliner,30.96,15,107,3312.72,3.1,5,North,UAE,In-Store,Male,13-19,Oily
ORD01063,2023-07-18,Sugar Cosmetics,Fragrance,Body Mist,105.89,10,33,3494.37,3.2,1,South,UAE,Online,Unisex,30-39,Sensitive
ORD01064,2024-03-19,Nivea,Bath & Body,Soap,82.59,0,15,1238.85,3.9,3,North,USA,Online,Female,13-19,Oily
ORD01065,2023-09-02,Lakme,Skincare,Face Mask,75.11,0,42,3154.62,3.1,5,Central,India,In-Store,Female,50+,Normal
ORD01066,2023-08-14,Maybelline,Fragrance,Deodorant,93.06,10,97,9026.82,4.3,14,West,USA,Online,Female,30-39,Combination
ORD01067,2023-04-07,L'Oreal,Bath & Body,Hand Cream,93.3,0,45,4198.5,4.3,4,Central,Germany,In-Store,Unisex,30-39,Dry
ORD01068,2023-06-20,Maybelline,Makeup,Mascara,97.2,0,74,7192.8,4.0,4,East,UAE,Online,Female,40-49,Normal
ORD01069,2023-09-28,MAC,Haircare,Shampoo,20.54,0,48,985.92,5.0,2,South,India,In-Store,Male,50+,Oily
ORD01070,2023-04-23,The Body Shop,Fragrance,Perfume,115.36,0,98,11305.28,4.4,21,North,Germany,In-Store,Female,50+,Sensitive
ORD01071,2023-04-13,Maybelline,Makeup,Foundation,99.25,10,54,5359.5,2.8,9,East,UAE,In-Store,Unisex,30-39,Sensitive
ORD01072,2024-01-09,Lakme,Haircare,Hair Serum,11.45,25,184,2106.8,5.0,31,North,UK,In-Store,Unisex,30-39,Sensitive
ORD01073,2023-10-04,Maybelline,Bath & Body,Soap,20.48,0,50,1024.0,4.1,10,South,UAE,Online,Unisex,20-29,Combination
ORD01074,2024-08-14,Nykaa,Fragrance,Perfume,21.39,20,45,962.55,3.5,9,East,USA,Online,Female,40-49,Oily
ORD01075,2024-06-23,The Body Shop,Haircare,Hair Mask,32.62,0,51,1663.62,2.1,12,East,UK,In-Store,Male,50+,Normal
ORD01076,2023-02-12,Nykaa,Haircare,Hair Oil,18.5,15,55,1017.5,3.5,8,Central,India,In-Store,Male,50+,Combination
ORD01077,2024-05-25,L'Oreal,Haircare,Shampoo,102.83,0,53,5449.99,4.4,4,West,USA,In-Store,Unisex,50+,Dry
ORD01078,2023-03-08,Lakme,Haircare,Hair Serum,87.24,10,36,3140.64,3.1,8,North,UAE,Online,Female,30-39,Sensitive
ORD01079,2023-11-10,The Body Shop,Skincare,Moisturizer,30.34,0,117,3549.78,4.5,31,West,UK,Online,Female,30-39,Dry
ORD01080,2024-11-12,Nivea,Haircare,Hair Oil,17.84,0,21,374.64,3.4,3,North,UK,Online,Unisex,20-29,Normal
ORD01081,2023-08-13,Lakme,Bath & Body,Body Lotion,21.82,0,60,1309.2,3.8,10,West,UK,Online,Unisex,40-49,Normal
ORD01082,2023-11-06,Lakme,Fragrance,Perfume,98.31,10,61,5996.91,4.4,11,South,Germany,In-Store,Unisex,30-39,Sensitive
ORD01083,2023-05-19,Lakme,Makeup,Foundation,49.12,20,50,2456.0,2.0,8,Central,USA,In-Store,Male,13-19,Combination
ORD01084,2023-07-07,Nivea,Bath & Body,Soap,102.07,20,24,2449.68,3.0,4,West,India,Online,Unisex,40-49,Combination
ORD01085,2023-12-29,The Body Shop,Bath & Body,Hand Cream,70.01,20,20,1400.2,4.0,2,West,UAE,In-Store,Male,13-19,Sensitive
ORD01086,2023-05-24,Maybelline,Skincare,Serum,15.5,10,130,2015.0,3.9,11,South,Germany,In-Store,Female,50+,Sensitive
ORD01087,2024-02-07,L'Oreal,Bath & Body,Hand Cream,56.9,0,60,3414.0,4.0,11,West,India,In-Store,Unisex,40-49,Oily
ORD01088,2024-10-27,Lakme,Skincare,Moisturizer,67.55,0,44,2972.2,4.3,6,East,Germany,Online,Male,50+,Normal
ORD01089,2024-08-21,Maybelline,Haircare,Shampoo,33.21,0,47,1560.87,4.9,4,South,Germany,Online,Unisex,40-49,Dry
ORD01090,2024-10-05,Lakme,Makeup,Foundation,85.99,10,40,3439.6,4.9,5,North,UAE,Online,Female,13-19,Oily
ORD01091,2024-06-16,Maybelline,Makeup,Blush,68.96,0,35,2413.6,3.8,9,South,USA,Online,Male,13-19,Sensitive
ORD01092,2023-05-05,L'Oreal,Fragrance,Deodorant,44.25,10,67,2964.75,4.4,5,West,UAE,Online,Female,50+,Combination
ORD01093,2023-05-07,Himalaya,Bath & Body,Soap,23.89,20,39,931.71,4.4,7,South,India,Online,Female,20-29,Dry
ORD01094,2024-05-06,The Body Shop,Bath & Body,Body Wash,34.56,10,42,1451.52,4.5,2,East,India,In-Store,Male,30-39,Normal
ORD01095,2024-04-20,Maybelline,Fragrance,Body Mist,16.3,20,16,260.8,4.0,2,West,USA,Online,Male,40-49,Oily
ORD01096,2024-08-17,L'Oreal,Bath & Body,Soap,20.7,10,132,2732.4,4.8,24,North,Germany,In-Store,Female,30-39,Dry
ORD01097,2023-10-11,The Body Shop,Fragrance,Body Mist,12.07,0,28,337.96,3.9,7,South,UK,Online,Male,50+,Normal
ORD01098,2024-11-02,MAC,Bath & Body,Body Lotion,77.58,0,23,1784.34,2.7,1,East,Germany,In-Store,Male,20-29,Combination
ORD01099,2024-10-22,Maybelline,Haircare,Hair Serum,105.48,25,32,3375.36,4.0,5,West,UAE,Online,Unisex,50+,Sensitive
ORD01100,2024-08-25,Revlon,Haircare,Conditioner,76.14,15,15,1142.1,4.7,0,Central,Germany,In-Store,Female,13-19,Oily
ORD01101,2024-11-12,Maybelline,Makeup,Foundation,10.36,0,206,2134.16,3.6,53,West,UAE,In-Store,Female,20-29,Oily
ORD01102,2023-03-07,Sugar Cosmetics,Makeup,Eyeliner,21.11,0,67,1414.37,3.6,7,Central,UK,Online,Female,13-19,Normal
ORD01103,2023-06-28,L'Oreal,Haircare,Hair Mask,60.21,15,13,782.73,3.7,3,North,UAE,In-Store,Female,50+,Sensitive
ORD01104,2024-05-17,Lakme,Makeup,Foundation,62.9,25,56,3522.4,3.3,5,East,USA,Online,Unisex,20-29,Normal
ORD01105,2024-08-19,Maybelline,Bath & Body,Body Wash,40.3,0,59,2377.7,3.8,17,North,USA,Online,Female,13-19,Combination
ORD01106,2023-03-15,Nivea,Fragrance,Body Mist,5.57,15,41,228.37,3.6,3,South,Germany,In-Store,Female,20-29,Sensitive
ORD01107,2024-01-01,Revlon,Fragrance,Body Mist,20.04,0,97,1943.88,4.7,27,North,UAE,In-Store,Unisex,40-49,Oily
ORD01108,2024-06-13,MAC,Bath & Body,Body Lotion,83.96,10,77,6464.92,4.4,7,North,India,In-Store,Female,13-19,Sensitive
ORD01109,2023-08-18,L'Oreal,Bath & Body,Hand Cream,11.49,10,33,379.17,4.4,7,East,UAE,In-Store,Female,20-29,Combination
ORD01110,2023-09-05,Himalaya,Skincare,Face Mask,13.58,10,43,583.94,3.5,6,West,Germany,Online,Unisex,13-19,Sensitive
ORD01111,2023-02-03,L'Oreal,Fragrance,Deodorant,8.99,15,16,143.84,3.8,2,West,UK,Online,Male,13-19,Dry
ORD01112,2024-11-10,Revlon,Makeup,Blush,93.42,0,21,1961.82,3.8,3,South,UAE,Online,Unisex,50+,Oily
ORD01113,2024-09-04,Sugar Cosmetics,Haircare,Shampoo,20.72,0,20,414.4,3.5,2,Central,UAE,Online,Male,13-19,Oily
ORD01114,2023-08-19,Nivea,Skincare,Serum,15.38,15,77,1184.26,3.7,14,West,UAE,In-Store,Female,13-19,Oily
ORD01115,2024-09-14,Nivea,Skincare,Sunscreen,109.63,20,120,13155.6,3.7,31,North,Germany,In-Store,Female,40-49,Normal
ORD01116,2024-07-16,Sugar Cosmetics,Makeup,Eyeliner,78.37,0,17,1332.29,5.0,4,North,UAE,Online,Unisex,30-39,Combination
ORD01117,2023-03-01,Sugar Cosmetics,Makeup,Mascara,73.99,5,62,4587.38,4.4,4,South,India,Online,Female,40-49,Sensitive
ORD01118,2023-09-13,L'Oreal,Bath & Body,Body Lotion,57.27,0,92,5268.84,4.7,18,North,India,Online,Male,20-29,Combination
ORD01119,2024-09-08,Revlon,Skincare,Face Wash,80.63,5,37,2983.31,3.8,3,East,USA,In-Store,Male,13-19,Oily
ORD01120,2023-07-30,Nivea,Skincare,Face Wash,117.05,25,50,5852.5,4.7,3,East,USA,In-Store,Unisex,30-39,Combination
ORD01121,2024-06-23,Nykaa,Bath & Body,Hand Cream,38.46,10,13,499.98,4.8,0,East,Germany,Online,Female,30-39,Normal
ORD01122,2023-03-22,Lakme,Bath & Body,Soap,67.28,5,152,10226.56,4.6,21,South,Germany,Online,Male,50+,Dry
ORD01123,2023-02-06,MAC,Skincare,Face Wash,101.71,5,71,7221.41,3.7,17,West,UAE,Online,Female,40-49,Oily
ORD01124,2024-01-29,Himalaya,Haircare,Hair Oil,86.49,10,63,5448.87,3.2,9,North,India,In-Store,Unisex,40-49,Normal
ORD01125,2024-03-30,Sugar Cosmetics,Skincare,Serum,116.09,0,17,1973.53,3.9,4,South,USA,In-Store,Female,40-49,Sensitive
ORD01126,2024-07-08,L'Oreal,Skincare,Face Wash,40.41,15,28,1131.48,3.9,3,North,Germany,In-Store,Male,50+,Dry
ORD01127,2024-03-20,Himalaya,Skincare,Face Wash,94.6,20,26,2459.6,2.3,3,North,India,In-Store,Unisex,30-39,Sensitive
ORD01128,2024-08-04,Himalaya,Fragrance,Deodorant,54.85,10,11,603.35,3.2,2,South,UAE,In-Store,Unisex,20-29,Dry
ORD01129,2023-03-29,Lakme,Skincare,Face Wash,45.33,5,178,8068.74,4.2,21,Central,UK,In-Store,Unisex,40-49,Oily
ORD01130,2023-10-03,Revlon,Bath & Body,Hand Cream,112.21,10,75,8415.75,5.0,4,Central,India,Online,Male,50+,Combination
ORD01131,2024-04-18,The Body Shop,Haircare,Conditioner,75.32,0,281,21164.92,4.4,19,West,India,In-Store,Female,30-39,Normal
ORD01132,2023-03-01,Sugar Cosmetics,Bath & Body,Body Wash,25.62,0,45,1152.9,4.3,2,East,Germany,In-Store,Female,40-49,Dry
ORD01133,2024-05-21,Lakme,Haircare,Hair Oil,7.4,0,63,466.2,5.0,6,South,USA,Online,Unisex,13-19,Dry
ORD01134,2024-12-01,MAC,Skincare,Moisturizer,90.14,25,35,3154.9,3.7,4,Central,UK,Online,Unisex,20-29,Oily
ORD01135,2024-11-25,L'Oreal,Haircare,Hair Oil,31.95,15,122,3897.9,4.8,18,Central,India,Online,Male,13-19,Oily
ORD01136,2024-06-07,Maybelline,Bath & Body,Soap,11.55,0,140,1617.0,4.4,25,South,USA,In-Store,Unisex,30-39,Normal
ORD01137,2023-05-27,Lakme,Skincare,Serum,7.39,0,87,642.93,4.1,16,East,Germany,In-Store,Male,40-49,Combination
ORD01138,2023-02-01,Himalaya,Fragrance,Deodorant,56.61,0,56,3170.16,4.2,9,East,India,In-Store,Female,50+,Oily
ORD01139,2023-11-17,Nykaa,Skincare,Face Mask,31.11,15,2,62.22,3.0,0,South,UAE,Online,Unisex,20-29,Normal
ORD01140,2024-08-01,Nykaa,Skincare,Moisturizer,22.22,20,118,2621.96,4.0,15,Central,India,Online,Unisex,40-49,Sensitive
ORD01141,2023-10-03,Revlon,Bath & Body,Soap,112.46,5,59,6635.14,4.5,3,Central,UK,Online,Male,20-29,Combination
ORD01142,2023-04-29,Revlon,Makeup,Eyeliner,31.86,5,191,6085.26,3.6,45,West,UAE,In-Store,Female,30-39,Sensitive
ORD01143,2024-10-31,Revlon,Bath & Body,Body Lotion,35.73,25,23,821.79,4.1,5,Central,USA,In-Store,Male,20-29,Sensitive
ORD01144,2024-02-22,Nykaa,Makeup,Blush,84.13,0,5,420.65,4.0,1,Central,UK,In-Store,Male,30-39,Oily
ORD01145,2024-06-01,Sugar Cosmetics,Skincare,Serum,83.05,0,41,3405.05,4.2,2,Central,UAE,Online,Female,40-49,Oily
ORD01146,2023-09-27,Sugar Cosmetics,Makeup,Lipstick,106.97,25,16,1711.52,3.3,4,North,USA,Online,Male,13-19,Dry
ORD01147,2024-06-26,Nivea,Skincare,Sunscreen,8.59,20,95,816.05,3.8,9,West,UK,Online,Male,50+,Dry
ORD01148,2023-12-11,Revlon,Haircare,Shampoo,52.7,0,84,4426.8,3.9,14,North,India,In-Store,Male,40-49,Normal
ORD01149,2023-05-18,The Body Shop,Fragrance,Deodorant,118.64,0,27,3203.28,4.0,4,Central,Germany,Online,Female,13-19,Sensitive
ORD01150,2024-01-24,The Body Shop,Bath & Body,Hand Cream,21.36,15,77,1644.72,3.1,21,West,USA,In-Store,Female,20-29,Combination
ORD01151,2024-07-31,L'Oreal,Fragrance,Deodorant,106.15,20,136,14436.4,4.1,25,East,UK,In-Store,Male,20-29,Dry
ORD01152,2024-06-15,Sugar Cosmetics,Skincare,Sunscreen,16.42,10,53,870.26,3.4,2,Central,Germany,In-Store,Female,30-39,Combination
ORD01153,2023-10-08,Lakme,Makeup,Lipstick,87.57,25,53,4641.21,3.7,15,West,USA,Online,Male,30-39,Sensitive
ORD01154,2023-05-25,Lakme,Skincare,Sunscreen,59.65,0,53,3161.45,3.6,15,South,Germany,Online,Female,50+,Oily
ORD01155,2024-05-15,L'Oreal,Bath & Body,Body Wash,53.35,0,78,4161.3,3.8,15,East,USA,In-Store,Unisex,40-49,Normal
ORD01156,2023-10-30,The Body Shop,Bath & Body,Body Wash,50.47,0,45,2271.15,3.8,9,North,UAE,In-Store,Male,30-39,Oily
ORD01157,2023-12-29,Maybelline,Makeup,Mascara,114.01,0,88,10032.88,3.6,16,South,India,In-Store,Female,50+,Combination
ORD01158,2024-11-19,Nivea,Haircare,Hair Serum,11.25,0,101,1136.25,4.3,29,East,India,In-Store,Female,50+,Combination
ORD01159,2024-10-11,L'Oreal,Makeup,Blush,86.53,0,51,4413.03,4.5,9,South,USA,In-Store,Female,20-29,Combination
ORD01160,2023-07-11,The Body Shop,Fragrance,Perfume,17.84,25,33,588.72,5.0,1,East,USA,Online,Unisex,13-19,Sensitive
ORD01161,2023-03-10,Sugar Cosmetics,Makeup,Lipstick,25.8,25,79,2038.2,4.0,12,Central,Germany,Online,Unisex,20-29,Oily
ORD01162,2024-09-20,Lakme,Fragrance,Body Mist,86.62,20,10,866.2,4.5,1,Central,USA,In-Store,Male,50+,Dry
ORD01163,2024-11-15,Lakme,Haircare,Conditioner,116.02,25,38,4408.76,3.4,4,West,UAE,In-Store,Unisex,40-49,Combination
ORD01164,2023-10-22,Maybelline,Skincare,Sunscreen,94.32,20,40,3772.8,4.0,10,West,UK,Online,Unisex,40-49,Oily
ORD01165,2024-11-07,Revlon,Makeup,Eyeliner,93.26,0,38,3543.88,4.1,9,East,UAE,Online,Male,40-49,Sensitive
ORD01166,2023-01-30,Nykaa,Fragrance,Body Mist,96.49,10,10,964.9,4.0,2,East,Germany,Online,Male,13-19,Sensitive
ORD01167,2024-02-26,Revlon,Haircare,Hair Oil,117.75,20,34,4003.5,3.7,8,West,UAE,In-Store,Male,13-19,Combination
ORD01168,2023-12-14,Nykaa,Fragrance,Body Mist,24.87,0,101,2511.87,3.8,27,East,UAE,In-Store,Female,50+,Dry
ORD01169,2024-09-20,Maybelline,Bath & Body,Body Wash,111.36,15,87,9688.32,3.3,14,South,Germany,Online,Unisex,13-19,Normal
ORD01170,2024-07-20,Revlon,Skincare,Face Wash,74.02,0,72,5329.44,3.7,8,North,Germany,Online,Male,50+,Dry
ORD01171,2023-08-23,Sugar Cosmetics,Makeup,Blush,60.89,10,54,3288.06,3.5,4,South,UK,In-Store,Male,20-29,Sensitive
ORD01172,2023-01-21,L'Oreal,Makeup,Lipstick,54.72,0,61,3337.92,2.8,3,Central,UAE,In-Store,Female,20-29,Combination
ORD01173,2024-10-08,Nykaa,Haircare,Shampoo,92.04,5,23,2116.92,4.8,5,North,UK,Online,Male,40-49,Dry
ORD01174,2023-03-17,Maybelline,Haircare,Shampoo,114.76,20,25,2869.0,3.3,4,North,India,Online,Female,50+,Normal
ORD01175,2023-11-28,Lakme,Makeup,Blush,21.12,20,123,2597.76,3.4,18,Central,India,In-Store,Male,40-49,Dry
ORD01176,2024-04-27,Himalaya,Skincare,Face Wash,52.17,20,45,2347.65,4.0,12,East,UAE,Online,Female,40-49,Sensitive
ORD01177,2024-06-30,Lakme,Haircare,Hair Serum,12.11,5,70,847.7,4.1,9,West,India,In-Store,Unisex,40-49,Combination
ORD01178,2023-08-18,The Body Shop,Bath & Body,Body Lotion,69.56,0,37,2573.72,4.1,5,West,USA,In-Store,Male,40-49,Sensitive
ORD01179,2023-05-28,Revlon,Skincare,Face Wash,58.07,0,41,2380.87,4.9,5,North,Germany,Online,Female,40-49,Sensitive
ORD01180,2024-02-17,MAC,Makeup,Lipstick,102.96,25,23,2368.08,4.6,2,Central,Germany,Online,Female,40-49,Combination
ORD01181,2023-06-04,Revlon,Fragrance,Deodorant,110.73,0,99,10962.27,5.0,14,East,Germany,In-Store,Female,30-39,Dry
ORD01182,2024-05-26,Nivea,Bath & Body,Soap,97.43,15,19,1851.17,4.0,3,South,UK,In-Store,Unisex,40-49,Sensitive
ORD01183,2024-03-11,Maybelline,Bath & Body,Body Lotion,112.58,0,85,9569.3,3.8,9,West,USA,Online,Female,50+,Oily
ORD01184,2023-04-27,The Body Shop,Makeup,Foundation,7.25,0,62,449.5,3.7,8,West,UAE,Online,Unisex,50+,Normal
ORD01185,2024-02-13,Sugar Cosmetics,Makeup,Blush,61.7,0,30,1851.0,4.2,5,East,India,In-Store,Male,30-39,Sensitive
